OrderID,CustomerID,ProductID,OrderDate,Quantity
930,26,1,2025-05-30,3
931,95,19,2025-11-15,3
932,48,8,2025-10-30,4
933,94,16,2025-10-07,2
934,20,25,2025-01-04,2
935,4,30,2025-04-30,4
936,82,18,2025-12-22,3
937,43,29,2025-01-01,1
938,95,25,2025-06-07,4
939,68,4,2025-05-02,2
940,8,14,2025-03-14,4
941,12,23,2025-01-23,3
942,67,30,2025-07-31,2
943,59,23,2025-02-13,3
944,65,19,2025-03-10,1
945,10,21,2025-10-31,4
946,56,19,2025-12-06,1
947,38,5,2025-05-14,2
948,51,28,2025-12-25,3
949,41,27,2025-08-20,3
950,10,9,2025-04-14,2
951,14,5,2025-03-21,5
952,58,4,2025-08-27,2
953,16,11,2025-10-02,4
954,58,12,2025-06-07,2
955,16,15,2025-02-16,3
956,91,6,2025-12-23,3
957,28,20,2025-06-17,1
958,92,5,2025-05-08,1
959,66,12,2025-01-26,4
960,34,22,2025-03-31,3
961,58,1,2025-10-12,4
962,32,24,2025-02-18,5
963,18,15,2025-03-04,1
964,100,1,2025-04-24,1
965,52,5,2025-07-10,2
966,75,22,2025-10-28,1
967,3,9,2025-02-03,1
968,17,7,2025-02-17,4
969,16,29,2025-01-22,3
970,22,15,2025-10-21,1
971,64,14,2025-01-16,4
972,23,13,2025-07-01,4
973,36,7,2025-05-24,2
974,5,15,2025-11-11,2
975,32,20,2025-11-28,5
976,53,10,2025-10-09,4
977,12,16,2025-05-24,1
978,54,13,2025-04-13,2
979,32,21,2025-11-19,5
980,3,26,2025-07-15,5
981,62,26,2025-10-06,3
982,45,26,2025-10-17,4
983,50,17,2025-05-19,3
984,41,6,2025-11-02,1
985,100,8,2025-05-24,1
986,68,2,2025-07-03,4
987,30,25,2025-03-23,5
988,85,4,2025-05-04,2
989,95,9,2025-01-29,5
990,74,25,2025-07-18,2
991,23,12,2025-05-02,2
992,95,19,2025-12-24,3
993,4,12,2025-12-27,5
994,73,23,2025-10-16,3
995,25,5,2025-09-10,5
996,23,18,2025-09-09,3
997,8,2,2025-04-30,1
998,3,20,2025-09-27,2
999,43,16,2025-11-11,1
1000,44,7,2025-04-01,2
